name,jersey_number,position,status,height,weight,experience,college,team,data_source,scraped_at,age,twitter_handle,instagram_handle,tiktok_handle,youtube_handle,twitter_followers,instagram_followers,tiktok_followers,youtube_subscribers,twitter_following,instagram_following,tiktok_following,twitter_verified,instagram_verified,twitter_url,instagram_url,tiktok_url,youtube_url,career_pass_yards,career_pass_tds,career_pass_ints,career_pass_rating,career_rush_yards,career_rush_tds,career_receptions,career_rec_yards,career_rec_tds,career_tackles,career_sacks,career_interceptions,current_salary,contract_value,contract_years,signing_bonus,guaranteed_money,cap_hit,dead_money,pro_bowls,all_pros,rookie_of_year,mvp_awards,championships,hall_of_fame,birth_date,birth_place,high_school,draft_year,draft_round,draft_pick,draft_team,wikipedia_url,nfl_com_url,espn_url,pff_url,spotrac_url,data_quality_score,data_sources,last_updated,comprehensive_enhanced
Felix Anudike-Uzomah,97.0,DE,ACT,"7'6""",255,3,Kansas State,chiefs,nfl.com,2025-07-18T19:08:10.133175,,@felixanudike-uzomah,felixanudike-uzomah,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Felix_Anudike-Uzomah,,,,https://www.spotrac.com/nfl/chiefs/felix-anudike-uzomah/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:10.134379,True
Matt Araiza,14.0,P,ACT,"7'4""",200,2,San Diego State,chiefs,nfl.com,2025-07-18T19:08:10.133218,,@mattaraiza,mattaraiza,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Matt_Araiza,,,,https://www.spotrac.com/nfl/chiefs/matt-araiza/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:10.236356,True
Elijhah Badger,80.0,WR,ACT,"7'3""",192,R,Florida,chiefs,nfl.com,2025-07-18T19:08:10.133228,,@elijhahbadger,elijhahbadger,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Elijhah_Badger,,,,https://www.spotrac.com/nfl/chiefs/elijhah-badger/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:10.336692,True
Jeffrey Bassa,31.0,LB,ACT,"7'4""",235,R,Oregon,chiefs,nfl.com,2025-07-18T19:08:10.133236,,@jeffreybassa,jeffreybassa,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jeffrey_Bassa,,,,https://www.spotrac.com/nfl/chiefs/jeffrey-bassa/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:10.438906,True
Nick Bolton,32.0,LB,ACT,"7'1""",237,5,Missouri,chiefs,nfl.com,2025-07-18T19:08:10.133244,,@nickbolton,nickbolton,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Nick_Bolton,,,,https://www.spotrac.com/nfl/chiefs/nick-bolton/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:10.539245,True
Jake Briningstool,88.0,TE,ACT,"7'8""",240,R,Clemson,chiefs,nfl.com,2025-07-18T19:08:10.133253,,@jakebriningstool,jakebriningstool,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jake_Briningstool,,,,https://www.spotrac.com/nfl/chiefs/jake-briningstool/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:10.639686,True
Marquise Brown,5.0,WR,ACT,"6'9""",180,7,Oklahoma,chiefs,nfl.com,2025-07-18T19:08:10.133261,,@marquisebrown,marquisebrown,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Marquise_Brown,,,,https://www.spotrac.com/nfl/chiefs/marquise-brown/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:10.740119,True
Jason Brownlee,89.0,WR,ACT,"7'5""",202,2,Southern Mississippi,chiefs,nfl.com,2025-07-18T19:08:10.133274,,@jasonbrownlee,jasonbrownlee,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jason_Brownlee,,,,https://www.spotrac.com/nfl/chiefs/jason-brownlee/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:10.841247,True
Deon Bush,26.0,SAF,ACT,"7'2""",200,9,Miami,chiefs,nfl.com,2025-07-18T19:08:10.133282,,@deonbush,deonbush,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Deon_Bush,,,,https://www.spotrac.com/nfl/chiefs/deon-bush/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:10.943004,True
Harrison Butker,7.0,K,ACT,"7'6""",205,9,Georgia Tech,chiefs,nfl.com,2025-07-18T19:08:10.133298,,@harrisonbutker,harrisonbutker,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Harrison_Butker,,,,https://www.spotrac.com/nfl/chiefs/harrison-butker/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:11.043298,True
Mike Caliendo,66.0,G,ACT,"7'6""",300,3,Western Michigan,chiefs,nfl.com,2025-07-18T19:08:10.133305,,@mikecaliendo,mikecaliendo,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Mike_Caliendo,,,,https://www.spotrac.com/nfl/chiefs/mike-caliendo/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:11.143655,True
Leo Chenal,54.0,LB,ACT,"7'5""",250,4,Wisconsin,chiefs,nfl.com,2025-07-18T19:08:10.133312,,@leochenal,leochenal,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Leo_Chenal,,,,https://www.spotrac.com/nfl/chiefs/leo-chenal/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:11.244147,True
Cole Christiansen,48.0,LB,ACT,"7'3""",230,2,Army,chiefs,nfl.com,2025-07-18T19:08:10.133320,,@colechristiansen,colechristiansen,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Cole_Christiansen,,,,https://www.spotrac.com/nfl/chiefs/cole-christiansen/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:11.345345,True
Jack Cochrane,43.0,LB,ACT,"7'5""",236,4,South Dakota,chiefs,nfl.com,2025-07-18T19:08:10.133326,,@jackcochrane,jackcochrane,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jack_Cochrane,,,,https://www.spotrac.com/nfl/chiefs/jack-cochrane/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:11.445623,True
Chamarri Conner,27.0,DB,ACT,"7'2""",202,3,Virginia Tech,chiefs,nfl.com,2025-07-18T19:08:10.133331,,@chamarriconner,chamarriconner,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Chamarri_Conner,,,,https://www.spotrac.com/nfl/chiefs/chamarri-conner/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:11.546015,True
Bryan Cook,6.0,SAF,ACT,"7'3""",206,4,Cincinnati,chiefs,nfl.com,2025-07-18T19:08:10.133336,,@bryancook,bryancook,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Bryan_Cook,,,,https://www.spotrac.com/nfl/chiefs/bryan-cook/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:11.646357,True
Dalton Cooper,73.0,OT,ACT,"7'9""",315,R,Oklahoma State,chiefs,nfl.com,2025-07-18T19:08:10.133343,,@daltoncooper,daltoncooper,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Dalton_Cooper,,,,https://www.spotrac.com/nfl/chiefs/dalton-cooper/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:11.746713,True
Jacobe Covington,40.0,CB,ACT,"7'4""",200,R,USC,chiefs,nfl.com,2025-07-18T19:08:10.133349,,@jacobecovington,jacobecovington,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jacobe_Covington,,,,https://www.spotrac.com/nfl/chiefs/jacobe-covington/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:11.847829,True
